source file name , phase name , phase input files , phase output file , arch , tool, metric , unit
src/backpropagation/Kernel/flash_attention.cu , cicc ,  /tmp/tmpxft_0006d21a_00000000-59_flash_attention.cpp1.ii  , /tmp/tmpxft_0006d21a_00000000-34_flash_attention.ptx , compute_52 , nvcc , 688.3360 , ms
src/backpropagation/Kernel/flash_attention.cu , ptxas , /tmp/tmpxft_0006d21a_00000000-34_flash_attention.ptx  , /tmp/tmpxft_0006d21a_00000000-60_flash_attention.sm_52.cubin , sm_52 , nvcc , 118.9400 , ms
src/backpropagation/Kernel/flash_attention.cu , fatbinary , /tmp/tmpxft_0006d21a_00000000-60_flash_attention.sm_52.cubin /tmp/tmpxft_0006d21a_00000000-34_flash_attention.ptx  , /tmp/tmpxft_0006d21a_00000000-31_flash_attention.fatbin ,  , nvcc , 14.3070 , ms
src/backpropagation/Kernel/flash_attention.cu , gcc (compiling) ,   , /tmp/tmpxft_0006d21a_00000000-61_flash_attention.o , compute_52 , nvcc , 666.8530 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , nvlink , /tmp/tmpxft_0006d21a_00000000-37_main.o /tmp/tmpxft_0006d21a_00000000-40_utils.o /tmp/tmpxft_0006d21a_00000000-43_layer_norm.o /tmp/tmpxft_0006d21a_00000000-46_embedding.o /tmp/tmpxft_0006d21a_00000000-49_linear.o /tmp/tmpxft_0006d21a_00000000-52_attention_head.o /tmp/tmpxft_0006d21a_00000000-55_interface.o /tmp/tmpxft_0006d21a_00000000-58_interface_back.o /tmp/tmpxft_0006d21a_00000000-61_flash_attention.o  , /tmp/tmpxft_0006d21a_00000000-62_attention_dlink.sm_52.cubin , sm_52 , nvcc , 5.3210 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , fatbinary , /tmp/tmpxft_0006d21a_00000000-62_attention_dlink.sm_52.cubin  , /tmp/tmpxft_0006d21a_00000000-36_attention_dlink.fatbin ,  , nvcc , 1.1140 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , gcc (compiling) , /usr/lib/nvidia-cuda-toolkit/bin/crt/link.stub  , /tmp/tmpxft_0006d21a_00000000-63_attention_dlink.o ,  , nvcc , 13.8740 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , gcc (linking) , /tmp/tmpxft_0006d21a_00000000-63_attention_dlink.o /tmp/tmpxft_0006d21a_00000000-37_main.o /tmp/tmpxft_0006d21a_00000000-40_utils.o /tmp/tmpxft_0006d21a_00000000-43_layer_norm.o /tmp/tmpxft_0006d21a_00000000-46_embedding.o /tmp/tmpxft_0006d21a_00000000-49_linear.o /tmp/tmpxft_0006d21a_00000000-52_attention_head.o /tmp/tmpxft_0006d21a_00000000-55_interface.o /tmp/tmpxft_0006d21a_00000000-58_interface_back.o /tmp/tmpxft_0006d21a_00000000-61_flash_attention.o  , src/bin/attention ,  , nvcc , 88.9530 , ms
 , nvcc (driver) ,  , src/bin/attention ,  , nvcc , 2.8457 , ms
src/main.cpp , gcc (compiling) , src/main.cpp  , /tmp/tmpxft_0006e252_00000000-37_main.o ,  , nvcc , 3678.4370 , ms
src/kernel/utils.cu , gcc (preprocessing 4) , src/kernel/utils.cu  , /tmp/tmpxft_0006e252_00000000-5_utils.cpp4.ii ,  , nvcc , 180.7780 , ms
src/kernel/utils.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-5_utils.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-6_utils.cudafe1.cpp , compute_52 , nvcc , 874.2370 , ms
src/kernel/utils.cu , gcc (preprocessing 1) , src/kernel/utils.cu  , /tmp/tmpxft_0006e252_00000000-38_utils.cpp1.ii , compute_52 , nvcc , 166.0960 , ms
src/kernel/utils.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-38_utils.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-6_utils.ptx , compute_52 , nvcc , 787.9510 , ms
src/kernel/utils.cu , ptxas , /tmp/tmpxft_0006e252_00000000-6_utils.ptx  , /tmp/tmpxft_0006e252_00000000-39_utils.sm_52.cubin , sm_52 , nvcc , 114.3510 , ms
src/kernel/utils.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-39_utils.sm_52.cubin /tmp/tmpxft_0006e252_00000000-6_utils.ptx  , /tmp/tmpxft_0006e252_00000000-3_utils.fatbin ,  , nvcc , 14.0600 , ms
src/kernel/utils.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-40_utils.o , compute_52 , nvcc , 726.8560 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 4) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006e252_00000000-9_layer_norm.cpp4.ii ,  , nvcc , 259.2870 , ms
src/forward/Kernel/layer_norm.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-9_layer_norm.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-10_layer_norm.cudafe1.cpp , compute_52 , nvcc , 784.8730 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 1) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006e252_00000000-41_layer_norm.cpp1.ii , compute_52 , nvcc , 144.7560 , ms
src/forward/Kernel/layer_norm.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-41_layer_norm.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-10_layer_norm.ptx , compute_52 , nvcc , 800.9940 , ms
src/forward/Kernel/layer_norm.cu , ptxas , /tmp/tmpxft_0006e252_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006e252_00000000-42_layer_norm.sm_52.cubin , sm_52 , nvcc , 115.4140 , ms
src/forward/Kernel/layer_norm.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-42_layer_norm.sm_52.cubin /tmp/tmpxft_0006e252_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006e252_00000000-7_layer_norm.fatbin ,  , nvcc , 15.0070 , ms
src/forward/Kernel/layer_norm.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-43_layer_norm.o , compute_52 , nvcc , 704.5020 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 4) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006e252_00000000-13_embedding.cpp4.ii ,  , nvcc , 160.8880 , ms
src/forward/Kernel/embedding.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-13_embedding.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-14_embedding.cudafe1.cpp , compute_52 , nvcc , 735.5960 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 1) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006e252_00000000-44_embedding.cpp1.ii , compute_52 , nvcc , 139.6820 , ms
src/forward/Kernel/embedding.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-44_embedding.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-14_embedding.ptx , compute_52 , nvcc , 687.5460 , ms
src/forward/Kernel/embedding.cu , ptxas , /tmp/tmpxft_0006e252_00000000-14_embedding.ptx  , /tmp/tmpxft_0006e252_00000000-45_embedding.sm_52.cubin , sm_52 , nvcc , 103.4220 , ms
src/forward/Kernel/embedding.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-45_embedding.sm_52.cubin /tmp/tmpxft_0006e252_00000000-14_embedding.ptx  , /tmp/tmpxft_0006e252_00000000-11_embedding.fatbin ,  , nvcc , 13.9420 , ms
src/forward/Kernel/embedding.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-46_embedding.o , compute_52 , nvcc , 701.8250 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 4) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006e252_00000000-17_linear.cpp4.ii ,  , nvcc , 168.7840 , ms
src/forward/Kernel/linear.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-17_linear.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-18_linear.cudafe1.cpp , compute_52 , nvcc , 810.8360 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 1) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006e252_00000000-47_linear.cpp1.ii , compute_52 , nvcc , 144.0260 , ms
src/forward/Kernel/linear.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-47_linear.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-18_linear.ptx , compute_52 , nvcc , 829.9020 , ms
src/forward/Kernel/linear.cu , ptxas , /tmp/tmpxft_0006e252_00000000-18_linear.ptx  , /tmp/tmpxft_0006e252_00000000-48_linear.sm_52.cubin , sm_52 , nvcc , 240.5420 , ms
src/forward/Kernel/linear.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-48_linear.sm_52.cubin /tmp/tmpxft_0006e252_00000000-18_linear.ptx  , /tmp/tmpxft_0006e252_00000000-15_linear.fatbin ,  , nvcc , 32.8390 , ms
src/forward/Kernel/linear.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-49_linear.o , compute_52 , nvcc , 977.5340 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 4) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006e252_00000000-21_attention_head.cpp4.ii ,  , nvcc , 175.5580 , ms
src/forward/Kernel/attention_head.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-21_attention_head.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-22_attention_head.cudafe1.cpp , compute_52 , nvcc , 1134.3470 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 1) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006e252_00000000-50_attention_head.cpp1.ii , compute_52 , nvcc , 301.0750 , ms
src/forward/Kernel/attention_head.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-50_attention_head.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-22_attention_head.ptx , compute_52 , nvcc , 978.4060 , ms
src/forward/Kernel/attention_head.cu , ptxas , /tmp/tmpxft_0006e252_00000000-22_attention_head.ptx  , /tmp/tmpxft_0006e252_00000000-51_attention_head.sm_52.cubin , sm_52 , nvcc , 141.4330 , ms
src/forward/Kernel/attention_head.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-51_attention_head.sm_52.cubin /tmp/tmpxft_0006e252_00000000-22_attention_head.ptx  , /tmp/tmpxft_0006e252_00000000-19_attention_head.fatbin ,  , nvcc , 14.4840 , ms
src/forward/Kernel/attention_head.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-52_attention_head.o , compute_52 , nvcc , 824.3860 , ms
src/forward/Kernel/interface.cu , gcc (preprocessing 4) , src/forward/Kernel/interface.cu  , /tmp/tmpxft_0006e252_00000000-25_interface.cpp4.ii ,  , nvcc , 232.7380 , ms
src/forward/Kernel/interface.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-25_interface.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-26_interface.cudafe1.cpp , compute_52 , nvcc , 922.9900 , ms
src/forward/Kernel/interface.cu , gcc (preprocessing 1) , src/forward/Kernel/interface.cu  , /tmp/tmpxft_0006e252_00000000-53_interface.cpp1.ii , compute_52 , nvcc , 207.3850 , ms
src/forward/Kernel/interface.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-53_interface.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-26_interface.ptx , compute_52 , nvcc , 784.7400 , ms
src/forward/Kernel/interface.cu , ptxas , /tmp/tmpxft_0006e252_00000000-26_interface.ptx  , /tmp/tmpxft_0006e252_00000000-54_interface.sm_52.cubin , sm_52 , nvcc , 96.8440 , ms
src/forward/Kernel/interface.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-54_interface.sm_52.cubin /tmp/tmpxft_0006e252_00000000-26_interface.ptx  , /tmp/tmpxft_0006e252_00000000-23_interface.fatbin ,  , nvcc , 13.5100 , ms
src/forward/Kernel/interface.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-55_interface.o , compute_52 , nvcc , 756.9650 , ms
src/backpropagation/Kernel/interface_back.cu , gcc (preprocessing 4) , src/backpropagation/Kernel/interface_back.cu  , /tmp/tmpxft_0006e252_00000000-29_interface_back.cpp4.ii ,  , nvcc , 264.3830 , ms
src/backpropagation/Kernel/interface_back.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-29_interface_back.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-30_interface_back.cudafe1.cpp , compute_52 , nvcc , 3199.7900 , ms
src/backpropagation/Kernel/interface_back.cu , gcc (preprocessing 1) , src/backpropagation/Kernel/interface_back.cu  , /tmp/tmpxft_0006e252_00000000-56_interface_back.cpp1.ii , compute_52 , nvcc , 230.7410 , ms
src/backpropagation/Kernel/interface_back.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-56_interface_back.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-30_interface_back.ptx , compute_52 , nvcc , 2817.2681 , ms
src/backpropagation/Kernel/interface_back.cu , ptxas , /tmp/tmpxft_0006e252_00000000-30_interface_back.ptx  , /tmp/tmpxft_0006e252_00000000-57_interface_back.sm_52.cubin , sm_52 , nvcc , 145.9450 , ms
src/backpropagation/Kernel/interface_back.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-57_interface_back.sm_52.cubin /tmp/tmpxft_0006e252_00000000-30_interface_back.ptx  , /tmp/tmpxft_0006e252_00000000-27_interface_back.fatbin ,  , nvcc , 20.0070 , ms
src/backpropagation/Kernel/interface_back.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-58_interface_back.o , compute_52 , nvcc , 2185.3921 , ms
src/backpropagation/Kernel/flash_attention.cu , gcc (preprocessing 4) , src/backpropagation/Kernel/flash_attention.cu  , /tmp/tmpxft_0006e252_00000000-33_flash_attention.cpp4.ii ,  , nvcc , 186.4540 , ms
src/backpropagation/Kernel/flash_attention.cu , cudafe++ , /tmp/tmpxft_0006e252_00000000-33_flash_attention.cpp4.ii  , /tmp/tmpxft_0006e252_00000000-34_flash_attention.cudafe1.cpp , compute_52 , nvcc , 808.6520 , ms
src/backpropagation/Kernel/flash_attention.cu , gcc (preprocessing 1) , src/backpropagation/Kernel/flash_attention.cu  , /tmp/tmpxft_0006e252_00000000-59_flash_attention.cpp1.ii , compute_52 , nvcc , 142.5150 , ms
src/backpropagation/Kernel/flash_attention.cu , cicc ,  /tmp/tmpxft_0006e252_00000000-59_flash_attention.cpp1.ii  , /tmp/tmpxft_0006e252_00000000-34_flash_attention.ptx , compute_52 , nvcc , 858.7980 , ms
src/backpropagation/Kernel/flash_attention.cu , ptxas , /tmp/tmpxft_0006e252_00000000-34_flash_attention.ptx  , /tmp/tmpxft_0006e252_00000000-60_flash_attention.sm_52.cubin , sm_52 , nvcc , 163.8600 , ms
src/backpropagation/Kernel/flash_attention.cu , fatbinary , /tmp/tmpxft_0006e252_00000000-60_flash_attention.sm_52.cubin /tmp/tmpxft_0006e252_00000000-34_flash_attention.ptx  , /tmp/tmpxft_0006e252_00000000-31_flash_attention.fatbin ,  , nvcc , 20.9460 , ms
src/backpropagation/Kernel/flash_attention.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e252_00000000-61_flash_attention.o , compute_52 , nvcc , 765.5170 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , nvlink , /tmp/tmpxft_0006e252_00000000-37_main.o /tmp/tmpxft_0006e252_00000000-40_utils.o /tmp/tmpxft_0006e252_00000000-43_layer_norm.o /tmp/tmpxft_0006e252_00000000-46_embedding.o /tmp/tmpxft_0006e252_00000000-49_linear.o /tmp/tmpxft_0006e252_00000000-52_attention_head.o /tmp/tmpxft_0006e252_00000000-55_interface.o /tmp/tmpxft_0006e252_00000000-58_interface_back.o /tmp/tmpxft_0006e252_00000000-61_flash_attention.o  , /tmp/tmpxft_0006e252_00000000-62_attention_dlink.sm_52.cubin , sm_52 , nvcc , 4.9280 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , fatbinary , /tmp/tmpxft_0006e252_00000000-62_attention_dlink.sm_52.cubin  , /tmp/tmpxft_0006e252_00000000-36_attention_dlink.fatbin ,  , nvcc , 1.0360 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , gcc (compiling) , /usr/lib/nvidia-cuda-toolkit/bin/crt/link.stub  , /tmp/tmpxft_0006e252_00000000-63_attention_dlink.o ,  , nvcc , 13.8620 , ms
src/main.cpp src/kernel/utils.cu src/forward/Kernel/layer_norm.cu src/forward/Kernel/embedding.cu src/forward/Kernel/linear.cu src/forward/Kernel/attention_head.cu src/forward/Kernel/interface.cu src/backpropagation/Kernel/interface_back.cu src/backpropagation/Kernel/flash_attention.cu  , gcc (linking) , /tmp/tmpxft_0006e252_00000000-63_attention_dlink.o /tmp/tmpxft_0006e252_00000000-37_main.o /tmp/tmpxft_0006e252_00000000-40_utils.o /tmp/tmpxft_0006e252_00000000-43_layer_norm.o /tmp/tmpxft_0006e252_00000000-46_embedding.o /tmp/tmpxft_0006e252_00000000-49_linear.o /tmp/tmpxft_0006e252_00000000-52_attention_head.o /tmp/tmpxft_0006e252_00000000-55_interface.o /tmp/tmpxft_0006e252_00000000-58_interface_back.o /tmp/tmpxft_0006e252_00000000-61_flash_attention.o  , src/bin/attention ,  , nvcc , 88.4530 , ms
 , nvcc (driver) ,  , src/bin/attention ,  , nvcc , 4.2773 , ms
src/main.cpp , gcc (compiling) , src/main.cpp  , /tmp/tmpxft_0006e416_00000000-37_main.o ,  , nvcc , 3167.2351 , ms
src/kernel/utils.cu , gcc (preprocessing 4) , src/kernel/utils.cu  , /tmp/tmpxft_0006e416_00000000-5_utils.cpp4.ii ,  , nvcc , 165.3820 , ms
src/kernel/utils.cu , cudafe++ , /tmp/tmpxft_0006e416_00000000-5_utils.cpp4.ii  , /tmp/tmpxft_0006e416_00000000-6_utils.cudafe1.cpp , compute_52 , nvcc , 751.7380 , ms
src/kernel/utils.cu , gcc (preprocessing 1) , src/kernel/utils.cu  , /tmp/tmpxft_0006e416_00000000-38_utils.cpp1.ii , compute_52 , nvcc , 147.3840 , ms
src/kernel/utils.cu , cicc ,  /tmp/tmpxft_0006e416_00000000-38_utils.cpp1.ii  , /tmp/tmpxft_0006e416_00000000-6_utils.ptx , compute_52 , nvcc , 808.2130 , ms
src/kernel/utils.cu , ptxas , /tmp/tmpxft_0006e416_00000000-6_utils.ptx  , /tmp/tmpxft_0006e416_00000000-39_utils.sm_52.cubin , sm_52 , nvcc , 115.4620 , ms
src/kernel/utils.cu , fatbinary , /tmp/tmpxft_0006e416_00000000-39_utils.sm_52.cubin /tmp/tmpxft_0006e416_00000000-6_utils.ptx  , /tmp/tmpxft_0006e416_00000000-3_utils.fatbin ,  , nvcc , 25.1080 , ms
src/kernel/utils.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e416_00000000-40_utils.o , compute_52 , nvcc , 843.8840 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 4) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006e416_00000000-9_layer_norm.cpp4.ii ,  , nvcc , 181.2780 , ms
src/forward/Kernel/layer_norm.cu , cudafe++ , /tmp/tmpxft_0006e416_00000000-9_layer_norm.cpp4.ii  , /tmp/tmpxft_0006e416_00000000-10_layer_norm.cudafe1.cpp , compute_52 , nvcc , 823.7400 , ms
src/forward/Kernel/layer_norm.cu , gcc (preprocessing 1) , src/forward/Kernel/layer_norm.cu  , /tmp/tmpxft_0006e416_00000000-41_layer_norm.cpp1.ii , compute_52 , nvcc , 203.8770 , ms
src/forward/Kernel/layer_norm.cu , cicc ,  /tmp/tmpxft_0006e416_00000000-41_layer_norm.cpp1.ii  , /tmp/tmpxft_0006e416_00000000-10_layer_norm.ptx , compute_52 , nvcc , 860.1900 , ms
src/forward/Kernel/layer_norm.cu , ptxas , /tmp/tmpxft_0006e416_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006e416_00000000-42_layer_norm.sm_52.cubin , sm_52 , nvcc , 132.2090 , ms
src/forward/Kernel/layer_norm.cu , fatbinary , /tmp/tmpxft_0006e416_00000000-42_layer_norm.sm_52.cubin /tmp/tmpxft_0006e416_00000000-10_layer_norm.ptx  , /tmp/tmpxft_0006e416_00000000-7_layer_norm.fatbin ,  , nvcc , 16.0710 , ms
src/forward/Kernel/layer_norm.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e416_00000000-43_layer_norm.o , compute_52 , nvcc , 780.9470 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 4) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006e416_00000000-13_embedding.cpp4.ii ,  , nvcc , 161.2400 , ms
src/forward/Kernel/embedding.cu , cudafe++ , /tmp/tmpxft_0006e416_00000000-13_embedding.cpp4.ii  , /tmp/tmpxft_0006e416_00000000-14_embedding.cudafe1.cpp , compute_52 , nvcc , 760.6330 , ms
src/forward/Kernel/embedding.cu , gcc (preprocessing 1) , src/forward/Kernel/embedding.cu  , /tmp/tmpxft_0006e416_00000000-44_embedding.cpp1.ii , compute_52 , nvcc , 146.6570 , ms
src/forward/Kernel/embedding.cu , cicc ,  /tmp/tmpxft_0006e416_00000000-44_embedding.cpp1.ii  , /tmp/tmpxft_0006e416_00000000-14_embedding.ptx , compute_52 , nvcc , 699.0520 , ms
src/forward/Kernel/embedding.cu , ptxas , /tmp/tmpxft_0006e416_00000000-14_embedding.ptx  , /tmp/tmpxft_0006e416_00000000-45_embedding.sm_52.cubin , sm_52 , nvcc , 105.9800 , ms
src/forward/Kernel/embedding.cu , fatbinary , /tmp/tmpxft_0006e416_00000000-45_embedding.sm_52.cubin /tmp/tmpxft_0006e416_00000000-14_embedding.ptx  , /tmp/tmpxft_0006e416_00000000-11_embedding.fatbin ,  , nvcc , 13.7750 , ms
src/forward/Kernel/embedding.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e416_00000000-46_embedding.o , compute_52 , nvcc , 722.1550 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 4) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006e416_00000000-17_linear.cpp4.ii ,  , nvcc , 189.5160 , ms
src/forward/Kernel/linear.cu , cudafe++ , /tmp/tmpxft_0006e416_00000000-17_linear.cpp4.ii  , /tmp/tmpxft_0006e416_00000000-18_linear.cudafe1.cpp , compute_52 , nvcc , 885.9710 , ms
src/forward/Kernel/linear.cu , gcc (preprocessing 1) , src/forward/Kernel/linear.cu  , /tmp/tmpxft_0006e416_00000000-47_linear.cpp1.ii , compute_52 , nvcc , 153.3160 , ms
src/forward/Kernel/linear.cu , cicc ,  /tmp/tmpxft_0006e416_00000000-47_linear.cpp1.ii  , /tmp/tmpxft_0006e416_00000000-18_linear.ptx , compute_52 , nvcc , 820.9140 , ms
src/forward/Kernel/linear.cu , ptxas , /tmp/tmpxft_0006e416_00000000-18_linear.ptx  , /tmp/tmpxft_0006e416_00000000-48_linear.sm_52.cubin , sm_52 , nvcc , 130.8830 , ms
src/forward/Kernel/linear.cu , fatbinary , /tmp/tmpxft_0006e416_00000000-48_linear.sm_52.cubin /tmp/tmpxft_0006e416_00000000-18_linear.ptx  , /tmp/tmpxft_0006e416_00000000-15_linear.fatbin ,  , nvcc , 15.6310 , ms
src/forward/Kernel/linear.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e416_00000000-49_linear.o , compute_52 , nvcc , 755.8670 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 4) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006e416_00000000-21_attention_head.cpp4.ii ,  , nvcc , 154.6390 , ms
src/forward/Kernel/attention_head.cu , cudafe++ , /tmp/tmpxft_0006e416_00000000-21_attention_head.cpp4.ii  , /tmp/tmpxft_0006e416_00000000-22_attention_head.cudafe1.cpp , compute_52 , nvcc , 741.7370 , ms
src/forward/Kernel/attention_head.cu , gcc (preprocessing 1) , src/forward/Kernel/attention_head.cu  , /tmp/tmpxft_0006e416_00000000-50_attention_head.cpp1.ii , compute_52 , nvcc , 153.8450 , ms
src/forward/Kernel/attention_head.cu , cicc ,  /tmp/tmpxft_0006e416_00000000-50_attention_head.cpp1.ii  , /tmp/tmpxft_0006e416_00000000-22_attention_head.ptx , compute_52 , nvcc , 812.0300 , ms
src/forward/Kernel/attention_head.cu , ptxas , /tmp/tmpxft_0006e416_00000000-22_attention_head.ptx  , /tmp/tmpxft_0006e416_00000000-51_attention_head.sm_52.cubin , sm_52 , nvcc , 150.7170 , ms
src/forward/Kernel/attention_head.cu , fatbinary , /tmp/tmpxft_0006e416_00000000-51_attention_head.sm_52.cubin /tmp/tmpxft_0006e416_00000000-22_attention_head.ptx  , /tmp/tmpxft_0006e416_00000000-19_attention_head.fatbin ,  , nvcc , 14.9860 , ms
src/forward/Kernel/attention_head.cu , gcc (compiling) ,   , /tmp/tmpxft_0006e416_00000000-52_attention_head.o , compute_52 , nvcc , 806.2990 , ms
src/forward/Kernel/interface.cu , gcc (preprocessing 4) , src/forward/Kernel/interface.cu  , /tmp/tmpxft_0006e416_00000000-25_interface.cpp4.ii ,  , nvcc , 180.3090 , ms
src/forward/Kernel/interface.cu , cudafe++ , /tmp/tmpxft_0006e416_00000000-25_interface.cpp4.ii  , /tmp/tmpxft_0006e416_00000000-26_interface.cudafe1.cpp , compute_52 , nvcc , 830.5570 , ms
src/forward/Kernel/interface.cu , gcc (preprocessing 1) , src/forward/Kernel/interface.cu  , /tmp/tmpxft_0006e416_00000000-53_interface.cpp1.ii , compute_52 , nvcc , 164.8550 , ms
src/forward/Kernel/interface.cu , cicc ,  /tmp/tmpxft_0006e416_00000000-53_interface.cpp1.ii  , /tmp/tmpxft_0006e416_00000000-26_interface.ptx , compute_52 , nvcc , 725.6000 , ms
src/forward/Kernel/interface.cu , ptxas , /tmp/tmpxft_0006e416_00000000-26_interface.ptx  , /tmp/tmpxft_0006e416_00000000-54_interface.sm_52.cubin , sm_52 , nvcc , 109.7380 , ms
